1,"Fusicocca-3,5-diene",1850,C20H32    ,272
2,9-epi-Sclarene,1896,C20H32    ,272
3,Laurenene,1903,C20H32    ,272
4,Rimuene,1907,C20H32    ,272
5,"Isopimara-8,15-diene",1922,C20H32    ,272
6,Cembrene,1938,C20H32    ,272
7,"Pimara-8,15-diene",1942,C20H32    ,272
8,Sclarene,1943,C20H32    ,272
9,Isohibaene,1944,C20H32    ,272
10,"Rosa-5,15-diene",1945,C20H32    ,272
11,"(E)-2,6-Dimethyl-10-(p-tolyl)-undeca-2,6-diene",1945,C20H30    ,270
12,Isocembrene,1951,C20H32    ,272
13,Beyerene,1951,C20H32    ,272
14,"Pimara-8(14),15-diene",1955,C20H32    ,272
15,Cembrene A,1962,C20H32    ,272
16,"Labda-7,13,14-triene",1978,C20H32    ,272
17,"Isopimara-8(14),15-diene",1981,C20H32    ,272
18,Isophyllocladene,1982,C20H32    ,272
19,"Dolabella-6,10,15-triene",1984,C20H32    ,272
20,(Z)-Biformene,1988,C20H32    ,272
21,Manool oxide,2007,C20H34O    ,290
22,Geranyllinalool,2008,C20H32    ,272
23,"Isopimara-7,15-diene",2010,C20H32    ,272
24,15-Kaurene,2011,C20H32    ,272
25,"Isopimara-8,15-diene",2016,C20H32    ,272
26,Dolabradiene,2017,C20H32    ,272
27,Trachylobane,2022,C20H32    ,272
28,(E)-Biformene,2017,C20H32    ,272
29,Cembrene C,2023,C20H32    ,272
30,13-epi-Manoyl oxide,2023,C20H34O    ,290
31,"(E)-Labda-7,12,14-triene",2036,C20H32    ,272
32,Phyllocladene,2042,C20H32    ,272
33,Abietatriene,2046,C20H30    ,270
34,16-Atisirene,2051,C20H32    ,272
35,16-Kaurene,2056,C20H32    ,272
36,Manool,2070,C20H32    ,272
37,Aphidicol-15-ene,2073,C20H32    ,272
38,"Valpara-2,15-diene",2073,C20H32    ,272
39,"Abieta-7,13-diene",2084,C20H32    ,272
40,"Labda-7,14-dien-13-ol",2096,C20H34O    ,290
41,Aphidicol-16-ene,2102,C20H32    ,272
42,Isoabienol,2124,C20H34O    ,290
43,"Abieta-8(14),13(15)-diene",2152,C20H32    ,272
44,"(8a,12Z)-Abienol",2146,C20H34O    ,290
45,Incensole,2193,C20H34O2    ,306
46,Sclareol,2231,C20H36O2    ,308
47,"Labda-8(17),14-dien-6,13-diol",2248,C20H34O2    ,306
48,Incensol acetate,2220,C22H36O3    ,348
49,"Verticilla-4(20),7,11-triene",2040,C20H32    ,272
50,m-Camphorene,1947,C20H32    ,272
51,p-Camphorene,1980,C20H32    ,272
52,Cembrenol,2131,C20H34O    ,290
53,Stema-13-ene,2025,C20H32    ,272
54,2-Allyl-4-methylphenol,1262,C10H12O    ,148
55,"8,9-Dehydrothymol acetate",1360,C12H14O2    ,190
56,"3,5,5-Trimethyl-4-methylenecyclohex-2-enone",1200,C10H14O    ,150
57,Cabreuva oxide D,1467,C15H24O    ,220
58,p-Isopropylbenzaldehyd,1220,C10H12O    ,148
59,"3-Methyl-4-(2,6,6-trimethylcyclohex-2-enyl)-but-3-en-2-one",1471,C14H22O    ,206
60,"2,6,6-Trimethyl-3-oxocyclohex-1-ene-1-carbaldehyde",1110,C10H14O2    ,166
61,Isophorone,1100,C9H14O    ,138
62,"3,5,5-Trimethylcyclohex-3-enone",1027,C9H14O    ,138
63,trans-Sabinyl acetate,1278,C12H16O2    ,192
64,Nerol,1210,C10H18O    ,154
65,"3a-Hydroxy-1,8-cineol",1217,C10H18O2    ,170
66,Carvone,1214,C10H14O    ,150
67,Thymol methyl ether,1215,C11H16O    ,164
68,Pulegone,1215,C10H16O    ,152
69,Neral,1215,C10H16O    ,152
70,p-Anisaldehyde,1218,C8H8O2    ,136
71,Chavicol,1219,C9H10O    ,134
72,"2,3-Dehydro-1,4-cineol",1219,C10H16O    ,152
73,trans-Isopulegone,1161,C10H16O    ,152
74,Piperitone,1226,C10H16O    ,152
75,"1,4-Dimethoxy-2-methylbenzene",1226,C9H12O2    ,152
76,Carvacrol methyl ether,1226,C11H16O    ,164
77,Isobornyl formate,1228,C11H18O2    ,182
78,2-Phenylethyl acetate,1230,C10H12O2    ,164
79,(E)-Cinnamaldehyde,1234,C9H8O    ,132
80,"2,3-Dehydro-1,8-cineol",993,C10H16O    ,152
81,2-Hydroxypinan-3-one,1235,C10H16O2    ,168
82,Geraniol,1235,C10H18O    ,154
83,Pseudodiosphenol,1245,C10H16O2    ,168
84,cis-Chrysanthenyl acetate,1253,C12H18O2    ,194
85,trans-Carvone epoxide,1243,C10H14O2    ,166
86,cis-Sabinene hydrat acetate,1248,C12H20O2    ,196
87,cis-Ethyl chrysanthemate,1251,C12H20O2    ,196
88,trans-Sabinen hydrate acetate,1254,C12H20O2    ,196
89,Citronellyl formate,1259,C11H20O2    ,184
90,Perilla aldehyde,1260,C10H14O    ,150
91,trans-Ethyl chrysanthemate,1260,C12H20O2    ,196
92,trans-Anethol,1262,C10H12O    ,148
93,Nonanoic acid,1263,C9H18O2    ,158
94,Isopulegol acetate (Isomer 1),1263,C12H20O2    ,196
95,Methyl nerolate,1265,C11H18O2    ,182
96,Safrol,1265,C10H10O2    ,162
97,cis-Thiorose oxide,1265,C10H18S    ,170
98,cis-Verbenyl acetate,1266,C12H18O2    ,194
99,Thymol,1267,C10H14O    ,150
100,Bornyl acetate,1270,C12H20O2    ,196
101,Neomenthyl acetate,1263,C12H22O2    ,198
102,"Deca-2,4-dienal",1270,C10H16O    ,152
103,Isopulegol acetate (Isomer 2),1271,C12H20O2    ,196
104,2-Undecanone,1273,C10H16O    ,152
105,"4,8-Dimethylnonanol",1276,C11H24O    ,172
106,Diosphenol,1276,C10H16O2    ,168
107,Isobornyl acetate,1276,C12H20O2    ,196
108,Carvacrol,1278,C10H14O    ,150
109,Thujopsadiene,1470,C15H22    ,202
110,Sesamol,1280,C7H6O3    ,138
111,Menthyl acetate,1280,C12H22O2    ,198
112,Geranial,1244,C10H16O    ,152
113,Geranyl formate,1284,C11H18O2    ,182
114,trans-Thiorose oxide,1284,C10H18S    ,170
115,2-Undecanol,1284,C11H24O    ,172
116,p-Isopropylbenzyl alcohol,1285,C10H14O    ,150
117,Sencyunolide,1672,C12H16O2    ,192
118,trans-Pinocarvyl acetate,1287,C12H18O2    ,194
119,"2,3,6-Trimethylbenzaldehyde",1287,C10H12O    ,148
120,Terpinen-4-ol acetate,1289,C12H20O2    ,196
121,Chrysanthenone epoxide,1290,C10H14O2    ,166
122,"(E,E)-Deca-2,4-dienal",1291,C10H16O    ,152
123,Puleganolide (Isomer 1),1292,C10H16O2    ,168
124,Dihydrocarveol acetate (Isomer 2),1295,C12H20O2    ,196
125,Isoascaridol,1295,C10H16O2    ,168
126,Theaspirane (Isomer 1),1299,C13H22O    ,194
127,cis-Pinocarvyl acetate,1300,C12H18O2    ,194
128,Dihydronaginata ketone,1300,C10H14O2    ,166
129,Naginata ketone alcohol,1306,C10H14O3    ,182
130,Puleganolide (Isomer 2),1305,C10H16O2    ,168
131,Methyl geranate,1306,C11H18O2    ,182
132,Vinylguaiacol,1311,C9H10O2    ,150
133,5-Acetoxylinalool,1303,C12H20O3    ,212
134,Theaspirane (Isomer 2),1313,C13H22O    ,194
135,Chavicol acetate,1313,C11H12O2    ,176
136,Myrtenyl acetate,1313,C12H18O2    ,194
137,Dihydrocarveol acetate (Isomer 2),1314,C12H20O2    ,196
138,Apiol,1649,C12H14O4    ,222
139,trans-Carvyl acetate,1318,C12H18O2    ,194
140,Thymol acetate,1329,C12H16O2    ,192
141,Menthothiophene,1330,C10H14S    ,166
142,"2,3,4-Trimethylbenzaldehyde",1331,C10H12O    ,148
143,Eugenol,1331,C10H12O2    ,164
144,cis-Dihydrocarvone epoxide,1333,C10H16O2    ,168
145,Ethyl nerolat,1335,C12H20O2    ,196
146,Fragranol,1201,C12H20O2    ,196
147,"7,8-Dihydro-b-ionone",1422,C13H22O    ,194
148,8-Hydroxylinalool,1336,C10H18O2    ,170
149,"3,4-Dimethoxystyrene",1337,C10H12O2    ,164
150,Citronellyl acetate,1337,C12H22O2    ,198
151,trans-8-Mercapto-p-menthan-3-one,1340,C10H18OS    ,186
152,Anhydroencecalinol,1640,C14H16O2    ,216
153,Neryl acetate,1342,C12H20O2    ,196
154,Dihydrocarveol acetate (Isomer 2),1342,C12H20O2    ,196
155,exo-Isocamphanyl acetate,1345,C12H20O2    ,196
156,cis-Carvyl acetate,1345,C12H18O2    ,194
157,(Z)-Ethylcinnamate,1344,C11H12O2    ,176
158,Chavibetol (m-Eugenol),1346,C10H12O2    ,164
159,4-Methoxyphenylethanol,1347,C9H12O2    ,152
160,(E)-Anethol epoxide,1347,C10H12O2    ,164
161,trans-Dihydrocarvone epoxide,1352,C10H16O2    ,168
162,endo-Isocamphanyl acetate,1352,C12H20O2    ,196
163,(E)-Methyl cinnamate,1354,C10H10O2    ,162
164,cis-8-Mercapto-p-menthan-3-one,1356,C10H18OS    ,186
165,Dihydrojasmone,1361,C10H14O2    ,166
166,(E)-b-Damascenone,1363,C13H18O    ,190
167,"3-Allyl-1,4-dimethoxybenzene",1370,C11H14O2    ,178
168,(Z)-Jasmone,1371,C11H16O    ,164
169,Isobornyl propionate,1375,C13H22O2    ,210
170,Ethyl geranate,1377,C12H20O2    ,196
171,Methyl perillate,1381,C11H16O2    ,180
172,(Z)-Isoeugenol,1381,C10H12O2    ,164
173,Osmorhizol,1383,C11H14O2    ,178
174,2-Dodecanol,1387,C12H26O    ,186
175,1-Tetradecene,1387,C14H28    ,196
176,Davanafuran,1394,C14H20O2    ,220
177,Methyl 4-methoxyphenylacetate,1398,C10H12O3    ,180
178,(E)-b-Damascone,1398,C13H20O    ,192
179,trans-Carvyl propionate,1402,C13H20O2    ,208
180,"2,6-Dimethoxycymene",1402,C12H18O2    ,194
181,Nerylacetone,1412,C13H22O    ,194
182,"2-Hydroxy-1,2-dihydrolavandulyl acetate",1416,C12H22O3    ,214
183,"(Z)-1,2-Dimethoxy-4-propenylbenzene",1419,C11H14O2    ,178
184,(E)-Cinnamyl acetate,1420,C11H12O2    ,176
185,Isobornyl isobutyrate,1424,C14H24O2    ,224
186,Citronellyl propionate,1427,C13H24O2    ,212
187,"3,4-Dimethoxybenzaldehyde",1428,C9H10O3    ,166
188,(E)-Isoeugenol,1429,C10H12O2    ,164
189,cis-Carvyl propionate,1436,C13H20O2    ,208
190,Massoialactone,1439,C10H16O2    ,168
191,d-Undecanolide,1565,C11H20O2    ,184
192,Nordavanone,1451,C11H18O2    ,182
193,8-Dehydrothymol isobutyrate,1458,C14H18O2    ,218
194,"(E)-1,2-Dimethoxy-4-propenylbenzene",1460,C11H14O2    ,178
195,Thymol isobutyrate,1462,C14H20O2    ,220
196,Isobornyl butyrate,1462,C14H24O2    ,224
197,"3,4-Dimethoxybenzyl alcohol",1464,C9H12O3    ,168
198,Sarisane,1466,C11H12O3    ,192
199,2-Tridecanone,1477,C13H26O    ,198
200,2-Tridecanol,1490,C13H28O    ,200
201,Davana ether,1489,C15H22O2    ,234
202,a-Campholenyl formate,1240,C11H18O2    ,182
203,Chavibetyl acetate,1488,C12H14O3    ,206
204,Homovanilline alcohol,1494,C9H12O3    ,168
205,Davana ether (Isomer),1507,C15H22O2    ,234
206,Isobornyl isovalerate,1516,C15H26O2    ,238
207,Citronellyl butyrate,1516,C14H26O2    ,226
208,Elemicine,1522,C12H16O3    ,208
209,Flavesone,1526,C14H20O4    ,252
210,allo-Davanone,1539,C15H24O2    ,236
211,Isodavanone,1545,C15H24O2    ,236
212,Eupatoriochromene,1726,C13H16O3    ,220
213,cis-Davanone,1557,C15H24O2    ,236
214,Geranyl crotonate,1555,C14H22O2    ,222
215,Diethylphthalate,1555,C12H14O4    ,222
216,cis-8-Acetylthio-p-menthan-3-one,1559,C12H20O2S    ,228
217,"4-Allyl-2,6-dimethoxyphenol",1561,C11H14O3    ,194
218,Sandela,1568,C16H28O    ,236
219,trans-8-Acetylthio-p-mentan-3-one,1570,C12H20O2S    ,228
220,(Z)-Asarone,1584,C12H16O3    ,208
221,(Z)-3-Hexenyl benzoate,1545,C13H16O2    ,204
222,Geranyl 2-methylbutyrate,1591,C15H26O2    ,238
223,"1,2-Diacetoxy-4-allylbenzene",1602,C13H14O4    ,234
224,Leptospermone,1611,C15H22O4    ,266
225,(Z)-Ethyl p-methoxycinnamate,1614,C12H14O3    ,206
226,Butylphthalide,1616,C12H14O2    ,190
227,(E)-Asarone,1636,C12H16O3    ,208
228,(Z)-Butylidenphthalide,1644,C12H12O2    ,188
229,6-Methoxythymol isobutyrate,1658,C15H22O3    ,250
230,2-Pentadecanone,1688,C15H30O    ,226
231,(E)-Ethyl p-methoxycinnamate,1711,C12H14O3    ,206
232,(Z)-Ligustilide,1732,C12H14O2    ,190
233,Heyderiol,2374,C22H30O4    ,358
234,(E)-Ligustilide,1782,C12H14O2    ,190
235,"7,11-Dimethylheptadecane",1792,C19H40    ,268
236,Avocadynofuran,1796,C17H26O    ,246
237,Galaxolide,1838,C18H26O    ,258
238,Traseolide,1840,C18H26O    ,258
239,Tonalide,1850,C18H26O    ,258
240,1-Nonadecene,1875,C19H38    ,266
241,Nonadecane,1900,C19H40    ,268
242,Falcarinol,2028,C17H24O    ,244
243,Trichocoleine,1875,C14H18O4    ,250
244,Ambrettolide,1905,C16H28O2    ,252
245,"Methyl 4-Hydroxy-3-methoxy-5-(1,1-dimethylprop-2-enyl)-benzoate",1833,C14H18O4    ,250
246,(E)-Benzyl cinnamate,2023,C16H14O2    ,238
247,trans-Pinocarvyl formate,1228,C11H16O2    ,180
248,Hex-5-en-1-ol,820,C6H12O    ,100
249,Hex-5-en-3-ol,832,C6H12O    ,100
250,1-Hexanol,837,C6H14O    ,102
251,(Z)-Hex-3-en-1-ol,851,C6H12O    ,100
252,(E)-Hex-3-en-1-ol,851,C6H12O    ,100
253,(Z)-Hex-2-en-1-ol,861,C6H12O    ,100
254,2-Heptanone,871,C7H14O    ,114
255,2-Heptanol,880,C7H16O    ,116
256,3-Heptanol,877,C7H16O    ,116
257,n-Heptanal,882,C7H14O    ,114
258,Santene,884,C9H14    ,122
259,2-Methyl-1-hexanol,917,C7H16O    ,116
260,Tricyclene,927,C10H16    ,136
261,a-Pinene,936,C10H16    ,136
262,Benzaldehyde,941,C7H6O    ,106
263,a-Fenchene,941,C10H16    ,136
264,"Thuja-2,4(10)-diene",946,C10H14    ,134
265,6-Methyl-2-heptanol,950,C8H18O    ,130
266,Camphene,950,C10H16    ,136
267,1-Octen-3-ol,962,C8H16O    ,128
268,3-Octanone,969,C8H16O    ,128
269,4-Octanol,973,C8H18O    ,130
270,2-Octanol,981,C8H18O    ,130
271,3-Octanol,981,C8H18O    ,130
272,2-Pentylfuran,981,C9H14O    ,138
273,Yomogialcohol,991,C10H18O    ,154
274,"3,6-Dimethyl-3-heptanol",990,C9H20O    ,144
275,D 2-Carene,1000,C10H16    ,136
276,a-Phellandrene,1002,C10H16    ,136
277,(Z)-Hex-3-enyl acetate,1002,C8H14O2    ,142
278,p-Methylanisol,1004,C8H10O    ,122
279,Benzyl alcohol,1006,C7H8O    ,108
280,D 3-Carene,1010,C10H16    ,136
281,Phenylacetaldehyde,1012,C8H8O    ,120
282,m-Cymene,1013,C10H14    ,134
283,p-Cymene,1015,C10H14    ,134
284,Salicylaldehyde,1020,C7H6O2    ,122
285,Limonene,1025,C10H16    ,136
286,"1,8-Cineol",1024,C10H18O    ,154
287,(Z)-b-Ocimene,1029,C10H16    ,136
288,(E)-2-Octenal,1034,C8H14O    ,126
289,"5,5-Dimethylbut-3-enolide",916,C6H8O2    ,112
290,Methyl 3-methylfuroate,1038,C7H8O3    ,140
291,(E)-b-Ocimene,1041,C10H16    ,136
292,Oct-3-en-1-ol (Isomer 1),1044,C8H16O    ,128
293,Artemisia ketone,1044,C10H16O    ,152
294,cis-Dihydroroseoxide,1047,C10H20O    ,156
295,d-Terpineol,1155,C10H16O    ,152
296,g-Terpinene,1051,C10H16    ,136
297,trans-Sabinene hydrate,1053,C10H18O    ,154
298,Dihydromyrcenol,1058,C10H20O    ,156
299,Non-1-en-3-ol,1058,C9H18O    ,142
300,trans-Linalooloxide (furanoid),1058,C10H20O2    ,172
301,"p-Mentha-3,8-diene",1059,C10H16    ,136
302,Benzyl formate,1060,C8H8O2    ,136
303,m-Cresol,1061,C7H8O    ,108
304,p-Cresol,1062,C7H8O    ,108
305,1-Octanol,1063,C8H18O    ,130
306,Fenchone,1069,C10H16O    ,152
307,o-Guiacol,1072,C7H8O2    ,124
308,Methyl benzoate,1072,C8H8O2    ,136
309,cis-Linalool oxide (furanoid),1072,C10H18O2    ,170
310,Artemisia alcohol,1073,C10H18O    ,154
311,Dehydrolinalool,1073,C10H16O    ,152
312,trans-Dihydroroseoxide,1075,C10H20O    ,156
313,4-Nonanol,1076,C9H20O    ,144
314,Terpinolene,1082,C10H16    ,136
315,cis-Sabinene hydrate,1082,C10H18O    ,154
316,2-Nonanol,1085,C9H20O    ,144
317,Linalool,1086,C10H18O    ,154
318,Photocitral B,1086,C10H16O    ,152
319,a-Thujone,1089,C10H16O    ,152
320,"2,2',5,6-Tetramethylcyclohexanone (Isomer 1)",1092,C10H18O    ,154
321,1-Oct-3-enyl acetate,1093,C10H18O2    ,170
322,"4,8-Dimethyl-1,3,7-nonatriene (Isomer 1)",1096,C11H18    ,150
323,a-Pinene epoxide (Isomer 1),1096,C10H16O    ,152
324,a-Fenchol,1099,C10H18O    ,154
325,cis-Rose oxide,1100,C10H18O    ,154
326,Isochrysanthenone,1086,C10H14O    ,150
327,b-Thujone,1103,C10H16O    ,152
328,a-Campholenal,1105,C10H16O    ,152
329,"2,2',5,6-Tetramethylcyclohexanone (Isomer 2)",1106,C10H18O    ,154
330,2-Methyl-5-propionylfuran,1108,C8H10O2    ,138
331,cis-p-Menth-2-en-1-ol,1108,C10H18O    ,154
332,(Z)-Ocimenoxide,1115,C10H16O    ,152
333,"4,8-Dimethylnona-1,3,7-triene (Isomer 2)",1115,C11H18    ,150
334,a-Pinene epoxide (Isomer 2),1116,C10H16O    ,152
335,trans-Rose oxide,1116,C10H18O    ,154
336,Dihydrolinalool,1118,C10H20O    ,156
337,Ipsdienol,1123,C10H16O    ,152
338,Camphor,1123,C10H16O    ,152
339,trans-p-Menth-2-en-1-ol,1123,C10H18O    ,154
340,(E)-Ocimenoxide,1125,C10H16O    ,152
341,"p-Mentha-1,5-diene-8-ol",1127,C10H16O    ,152
342,trans-Pinocarveol,1126,C10H16O    ,152
343,cis-Limonene oxide,1126,C10H16O    ,152
344,Photocitral A,1127,C10H16O    ,152
345,o-Cymenene,1076,C10H12    ,132
346,(E)-Tagetone,1128,C10H16O    ,152
347,(Z)-Tagetone,1136,C10H16O    ,152
348,trans-Limonene oxide,1130,C10H16O    ,152
349,Isopulegol,1132,C10H18O    ,154
350,"1,3-Dimethoxybenzene",1136,C8H10O2    ,138
351,Menthone,1136,C10H18O    ,154
352,Pinocarvone,1137,C10H14O    ,150
353,b-Terpineol,1137,C10H18O    ,154
354,(E)-Non-2-enal,1139,C9H16O    ,140
355,Isoneral,1140,C10H16O    ,152
356,cis-b-Terpineol,1141,C10H18O    ,154
357,Isoborneol,1142,C10H18O    ,154
358,Karahanaenone,1142,C10H16O    ,152
359,cis- or trans-Linalool oxide (pyranoid),1144,C10H18O2    ,170
360,Isomenthone,1146,C10H18O    ,154
361,cis-Chrysanthenol,1147,C10H16O    ,152
362,2-Hydroxyethyl-4-methylbenzene,1147,C9H12O    ,136
363,4-Isopropylcyclohexanone,1148,C9H16O    ,140
364,cis- or trans-Linalool oxide (pyranoid),1148,C10H18O2    ,170
365,cis-Isopulegone,1148,C10H16O    ,152
366,Methyl phenylacetate,1148,C9H10O2    ,150
367,cis-Thujol,1149,C10H18O    ,154
368,b-Pinene epoxide,1149,C10H16O    ,152
369,Ethyl benzoate,1150,C9H10O2    ,150
370,Borneol,1150,C10H18O    ,154
371,Lavandulol,1150,C10H18O    ,154
372,Umbellulone,1152,C10H14O    ,150
373,trans-Chrysanthemol,1153,C10H18O    ,154
374,Neomenthol,1156,C10H20O    ,156
375,Viridene,1159,C10H12O    ,148
376,Isogeranial,1156,C10H16O    ,152
377,cis-Chrysanthemol,1157,C10H18O    ,154
378,Benzoic acid,1160,C7H6O2    ,122
379,3-Thujene-10-al,1158,C10H14O    ,150
380,Cryptone,1160,C9H14O    ,138
381,Terpinen-4-ol,1164,C10H18O    ,154
382,b-Pinene epoxide (Isomer),1170,C10H16O    ,152
383,"Nona-2,4-dienal",1170,C9H14O    ,138
384,Methyl salicylate,1171,C8H8O3    ,152
385,2-Methyl-2-borneol,1175,C11H20O    ,168
386,2-Allylphenol,1174,C9H10O    ,134
387,Thujopsa-3-one,1645,C15H24O    ,220
388,7-Hydroxyhotrienol,1177,C10H18O2    ,170
389,Myrtenol,1178,C10H16O    ,152
390,cis-Piperitol,1181,C10H18O    ,154
391,Safranal,1182,C10H14O    ,150
392,Estragol (Methylchavicol),1175,C10H12O    ,148
393,2-Decanol,1188,C10H22O    ,158
394,g-Terpineol,1188,C10H18O    ,154
395,"(E,E)-Nona-2,4-dienal",1188,C9H14O    ,138
396,Methyl a-cyclogeranate,1190,C11H18O2    ,182
397,trans-Piperitol,1193,C10H18O    ,154
398,Chrysanthenone,1110,C10H14O    ,150
399,Fenchyl acetate,1205,C12H20O2    ,196
400,Benzylacetone,1207,C10H12O    ,148
401,2-epi-Thujopsa-3-one,1634,C15H24O    ,220
402,Carvotanacetone,1220,C10H16O    ,152
403,Menthol,1172,C10H20O    ,156
404,Isomenthol,1176,C10H20O    ,156
405,a-Terpinyl acetate,1335,C10H16    ,136
406,Octyl acetate,1188,C10H20O2    ,172
407,Dillether,1170,C10H16O    ,152
408,(E)-Ethyl cinnamate,1439,C11H12O2    ,176
409,b-Ionone,1468,C13H20O    ,192
410,Piperonal,1294,C8H6O3    ,150
411,Vanilline,1355,C8H8O3    ,152
412,Coumarin,1392,C9H6O2    ,146
413,(Z)-2-Hexylcinnamic aldehyde,1725,C15H20O    ,216
414,1-Phenylethyl acetate,1166,C10H12O2    ,164
415,(Z)-2-Pentylcinnamaldehyde,1632,C14H18O    ,202
416,Benzyl salicylate,1847,C14H12O3    ,228
417,Menthofuran,1150,C10H14O    ,150
